transaction_id,customer_id,date,product_category,amount,items_count,payment_method,is_online
2324,901,2024-06-07,Sports,74.37,1,Credit Card,False
2325,558,2024-03-27,Home & Garden,79.69,3,Credit Card,True
2326,3,2024-11-29,Sports,62.57,1,Credit Card,True
2327,334,2024-05-07,Home & Garden,98.11,1,Credit Card,True
2328,333,2024-02-06,Electronics,1969.01,1,Credit Card,True
2329,10,2024-10-29,Electronics,1347.91,3,Credit Card,True
2330,642,2024-11-23,Electronics,653.05,4,Credit Card,True
2331,514,2024-04-06,Books,23.65,2,Credit Card,True
2332,824,2024-09-08,Clothing,135.01,3,Credit Card,True
2333,498,2024-09-01,Electronics,770.26,2,Bank Transfer,True
2334,517,2024-05-24,Books,27.13,1,Credit Card,False
2335,995,2024-04-29,Clothing,103.38,4,PayPal,True
2336,348,2023-12-20,Books,14.34,4,PayPal,True
2337,805,2024-03-17,Books,44.44,4,Credit Card,True
2338,1,2024-11-19,Clothing,181.88,4,Credit Card,False
2339,959,2024-10-24,Clothing,189.06,3,PayPal,True
2340,972,2024-03-06,Sports,30.86,1,PayPal,False
2341,850,2024-04-18,Books,20.08,1,Bank Transfer,False
2342,862,2024-02-04,Electronics,672.07,3,Credit Card,True
2343,688,2024-08-18,Electronics,1653.43,2,Credit Card,True
2344,234,2024-02-09,Books,25.68,1,Credit Card,False
2345,613,2024-02-21,Electronics,679.71,1,Credit Card,False
2346,955,2024-07-31,Books,49.43,3,PayPal,False
2347,184,2024-11-07,Electronics,1144.15,1,PayPal,True
2348,523,2024-03-04,Clothing,128.91,2,PayPal,True
2349,277,2024-08-14,Electronics,877.24,3,Credit Card,False
2350,262,2024-11-23,Electronics,307.47,3,Credit Card,True
2351,815,2024-09-18,Electronics,1606.91,4,Credit Card,False
2352,529,2024-11-08,Sports,63.62,2,PayPal,True
2353,409,2024-08-27,Books,12.04,3,PayPal,True
2354,282,2024-05-20,Home & Garden,279.13,3,Credit Card,True
2355,342,2024-02-15,Sports,193.98,3,Bank Transfer,True
2356,734,2023-12-22,Clothing,146.88,3,Credit Card,True
2357,9,2024-03-11,Sports,120.76,3,Credit Card,True
2358,843,2024-10-06,Home & Garden,289.94,1,PayPal,True
2359,779,2024-10-22,Home & Garden,269.81,3,Credit Card,True
2360,816,2024-01-07,Electronics,358.83,3,Credit Card,True
2361,901,2024-08-06,Sports,81.36,3,PayPal,True
2362,639,2024-11-12,Electronics,1961.41,1,Credit Card,True
2363,50,2024-04-16,Sports,166.25,3,Credit Card,True
2364,649,2024-01-20,Home & Garden,243.05,4,Credit Card,False
2365,991,2024-06-10,Clothing,55.97,3,PayPal,True
2366,514,2024-02-11,Books,14.89,1,PayPal,False
2367,738,2024-11-11,Books,14.48,4,Bank Transfer,True
2368,600,2024-01-15,Books,39.3,1,PayPal,True
2369,417,2024-05-12,Electronics,1450.94,2,Bank Transfer,True
2370,240,2024-01-13,Books,24.57,4,PayPal,True
2371,748,2024-08-11,Sports,207.89,4,Credit Card,True
2372,228,2024-04-19,Sports,219.13,4,Credit Card,True
2373,579,2024-08-23,Sports,167.27,1,Credit Card,False
2374,691,2024-11-29,Books,22.92,4,Credit Card,True
2375,638,2024-04-21,Books,40.94,1,Credit Card,True
2376,386,2024-06-01,Electronics,400.1,4,Credit Card,True
2377,805,2024-05-25,Clothing,102.52,4,Credit Card,False
2378,298,2023-12-14,Books,33.52,4,Credit Card,True
2379,316,2024-08-20,Home & Garden,279.84,2,Credit Card,False
2380,62,2024-03-04,Home & Garden,254.18,4,Bank Transfer,True
2381,136,2024-02-15,Clothing,60.21,1,PayPal,True
2382,635,2024-08-18,Electronics,1525.16,1,Credit Card,True
2383,285,2024-11-05,Electronics,170.97,2,Credit Card,True
2384,125,2024-10-20,Sports,114.48,2,Credit Card,True
2385,987,2023-12-16,Electronics,542.28,4,PayPal,True
2386,672,2023-12-29,Sports,235.14,2,Credit Card,True
2387,4,2024-08-15,Clothing,156.03,4,Credit Card,True
2388,899,2024-03-25,Home & Garden,100.96,3,Credit Card,True
2389,557,2024-06-16,Sports,78.58,2,Credit Card,True
2390,608,2024-03-21,Sports,34.42,1,Credit Card,True
2391,516,2023-12-16,Home & Garden,68.69,1,Credit Card,True
2392,693,2024-01-07,Electronics,1175.39,2,PayPal,True
2393,333,2024-02-18,Sports,88.39,2,Credit Card,True
2394,205,2024-04-11,Home & Garden,286.03,3,Credit Card,True
2395,121,2024-03-28,Home & Garden,248.78,2,Credit Card,True
2396,220,2024-05-08,Home & Garden,223.49,2,Credit Card,True
2397,492,2023-12-21,Sports,197.85,1,Credit Card,True
2398,214,2024-09-05,Books,33.37,2,Bank Transfer,True
2399,549,2024-01-19,Clothing,104.08,4,Credit Card,True
2400,806,2024-02-23,Electronics,556.47,1,PayPal,True
2401,774,2024-03-28,Sports,41.58,1,Bank Transfer,True
2402,426,2024-05-02,Clothing,133.61,1,PayPal,True
2403,740,2024-06-18,Books,48.4,4,Credit Card,True
2404,191,2024-10-07,Sports,43.24,3,Credit Card,True
2405,595,2024-10-27,Electronics,1379.9,3,Bank Transfer,True
2406,573,2024-08-29,Electronics,1604.84,1,Credit Card,False
2407,32,2024-09-07,Clothing,39.88,4,Credit Card,True
2408,374,2024-04-09,Clothing,154.24,3,Credit Card,True
2409,239,2024-04-16,Clothing,175.77,4,PayPal,True
2410,208,2023-12-22,Clothing,165.78,2,Credit Card,True
2411,873,2023-12-29,Books,11.42,2,PayPal,True
2412,851,2024-06-08,Books,20.22,3,PayPal,True
2413,208,2024-05-16,Electronics,1539.3,1,PayPal,True
2414,537,2023-12-31,Home & Garden,147.32,4,PayPal,True
2415,26,2024-10-31,Clothing,98.4,1,PayPal,True
2416,694,2024-05-19,Home & Garden,184.41,2,PayPal,False
2417,699,2024-02-01,Sports,169.48,1,PayPal,True
2418,396,2024-12-02,Electronics,373.64,1,Bank Transfer,True
2419,485,2024-03-02,Sports,133.5,2,PayPal,False
2420,47,2024-07-06,Clothing,176.41,2,Credit Card,False
2421,953,2023-12-13,Books,21.51,2,Credit Card,False
2422,93,2024-03-01,Home & Garden,176.39,1,Credit Card,True
2423,475,2024-10-22,Clothing,48.54,4,Credit Card,True
2424,89,2024-05-14,Home & Garden,268.65,4,Bank Transfer,True
2425,240,2024-01-27,Electronics,1677.22,1,Credit Card,False
2426,184,2024-06-04,Home & Garden,172.6,4,Credit Card,True
2427,738,2024-04-09,Clothing,154.35,3,Credit Card,False
2428,366,2023-12-31,Clothing,105.84,2,Credit Card,True
2429,526,2023-12-23,Electronics,958.53,1,Credit Card,True
2430,576,2024-07-07,Clothing,145.49,4,Credit Card,False
2431,659,2024-06-13,Clothing,121.83,2,PayPal,True
2432,51,2024-03-26,Books,12.69,3,PayPal,True
2433,864,2024-10-29,Home & Garden,134.81,2,PayPal,True
2434,667,2024-04-10,Sports,123.91,4,Credit Card,True
2435,358,2024-06-09,Electronics,1665.09,4,Credit Card,True
2436,954,2024-11-25,Home & Garden,72.51,2,Credit Card,True
2437,201,2024-10-21,Home & Garden,214.62,3,Credit Card,True
2438,576,2024-10-31,Electronics,1162.86,1,Credit Card,False
2439,2,2024-08-19,Home & Garden,239.21,1,Credit Card,True
2440,971,2024-08-09,Books,44.83,2,Credit Card,False
2441,815,2024-09-13,Electronics,1259.69,2,Credit Card,True
2442,553,2024-01-06,Electronics,1136.1,2,Credit Card,True
2443,970,2024-01-28,Home & Garden,192.73,4,PayPal,False
2444,725,2024-08-14,Sports,105.92,1,Credit Card,True
2445,401,2024-04-30,Sports,79.52,2,Credit Card,False
2446,150,2024-10-02,Clothing,129.5,2,Credit Card,True
2447,252,2024-02-29,Home & Garden,220.7,4,Credit Card,True
2448,274,2024-03-16,Clothing,30.8,1,Credit Card,True
2449,15,2024-03-14,Home & Garden,260.29,1,Credit Card,True
2450,170,2024-05-17,Sports,78.08,1,PayPal,True
2451,552,2024-06-27,Sports,29.56,3,Credit Card,True
2452,927,2024-11-25,Home & Garden,192.89,2,PayPal,False
2453,179,2024-08-30,Sports,222.06,2,Credit Card,True
2454,371,2024-11-29,Electronics,616.11,2,Credit Card,True
2455,267,2023-12-13,Books,34.65,3,PayPal,False
2456,870,2024-03-29,Sports,167.42,2,Bank Transfer,True
2457,587,2024-05-25,Home & Garden,66.6,2,Credit Card,False
2458,908,2024-04-19,Home & Garden,273.93,4,Credit Card,False
2459,265,2024-04-30,Books,22.53,2,PayPal,True
2460,300,2024-11-07,Electronics,523.12,2,Credit Card,True
2461,569,2024-05-11,Sports,218.83,4,Credit Card,True
2462,984,2024-01-06,Sports,34.25,1,Credit Card,True
2463,410,2024-02-27,Home & Garden,81.84,4,PayPal,False
2464,996,2024-08-24,Books,38.15,1,Credit Card,True
2465,484,2024-08-26,Electronics,293.86,3,Bank Transfer,True
2466,640,2024-01-26,Sports,164.76,4,PayPal,True
2467,839,2024-10-21,Electronics,437.08,2,Credit Card,True
2468,163,2024-01-15,Sports,140.93,4,Bank Transfer,True
2469,818,2024-04-01,Clothing,171.83,3,PayPal,True
2470,991,2024-01-09,Electronics,131.98,2,Credit Card,False
2471,564,2024-07-04,Books,33.52,4,Credit Card,False
2472,666,2024-02-23,Sports,70.44,1,PayPal,False
2473,397,2024-05-16,Clothing,41.98,4,Credit Card,True
2474,180,2024-01-25,Clothing,119.6,3,PayPal,True
2475,518,2024-11-27,Books,15.47,2,PayPal,True
2476,892,2024-06-13,Sports,242.25,2,Bank Transfer,True
2477,832,2024-09-17,Clothing,146.17,2,Credit Card,True
2478,303,2024-07-06,Books,31.16,1,Credit Card,True
2479,288,2024-07-22,Electronics,1338.83,2,PayPal,True
2480,357,2024-02-22,Clothing,194.06,3,PayPal,True
2481,948,2024-05-16,Electronics,248.24,4,PayPal,True
2482,765,2024-06-24,Books,43.84,1,Credit Card,True
2483,685,2024-05-06,Electronics,1222.81,1,PayPal,True
2484,86,2024-04-01,Home & Garden,136.06,4,Credit Card,True
2485,89,2024-08-14,Clothing,43.09,3,PayPal,False
2486,531,2024-09-28,Home & Garden,258.61,2,PayPal,True
2487,911,2024-02-17,Sports,247.42,2,PayPal,True
2488,563,2024-10-13,Books,41.31,4,Credit Card,True
2489,968,2023-12-21,Books,33.25,3,PayPal,True
2490,519,2024-04-24,Home & Garden,52.34,2,Credit Card,False
2491,823,2024-06-08,Home & Garden,160.84,2,Credit Card,True
2492,948,2023-12-29,Books,10.05,2,PayPal,False
2493,187,2024-11-30,Home & Garden,87.33,3,Credit Card,True
2494,984,2024-09-08,Electronics,1203.23,2,Credit Card,True
2495,584,2024-03-17,Electronics,1035.96,4,Credit Card,True
2496,629,2024-06-21,Home & Garden,46.97,4,Credit Card,True
2497,833,2024-06-28,Clothing,119.52,2,Credit Card,True
2498,935,2024-11-04,Books,20.38,2,Bank Transfer,True
2499,13,2024-10-18,Clothing,26.71,1,PayPal,True
2500,571,2024-10-29,Home & Garden,179.36,2,Credit Card,False
2501,485,2024-06-26,Home & Garden,115.41,2,PayPal,True
2502,951,2024-01-20,Home & Garden,157.49,3,PayPal,True
2503,249,2024-04-08,Clothing,118.31,2,Credit Card,True
2504,345,2024-09-16,Clothing,108.39,1,Credit Card,True
2505,441,2024-08-01,Books,39.03,2,PayPal,True
2506,662,2023-12-24,Home & Garden,30.07,3,Credit Card,True
2507,558,2024-04-14,Electronics,1095.43,4,Credit Card,True
2508,416,2024-02-22,Sports,239.47,2,PayPal,True
2509,651,2024-08-24,Clothing,150.39,3,Credit Card,True
2510,981,2024-04-15,Clothing,87.38,3,Credit Card,True
2511,949,2024-08-27,Electronics,1908.43,4,PayPal,True
2512,420,2024-06-11,Books,17.21,3,PayPal,True
2513,535,2024-10-10,Electronics,489.33,2,Bank Transfer,True
2514,153,2024-11-25,Books,18.45,4,Credit Card,True
2515,465,2024-02-16,Electronics,190.46,2,Credit Card,True
2516,233,2024-07-11,Home & Garden,211.9,1,Credit Card,False
2517,323,2024-01-15,Books,23.99,2,Credit Card,True
2518,550,2023-12-22,Electronics,656.97,4,Credit Card,True
2519,227,2024-01-30,Clothing,91.21,4,PayPal,True
2520,439,2024-02-06,Home & Garden,252.12,1,Bank Transfer,True
2521,921,2024-01-10,Clothing,127.31,2,Bank Transfer,True
2522,893,2024-03-15,Sports,225.6,1,Credit Card,True
2523,277,2024-10-07,Books,34.65,3,Credit Card,True
2524,228,2024-04-29,Electronics,157.6,3,Credit Card,False
2525,920,2024-11-08,Books,35.1,2,PayPal,True
2526,384,2024-04-21,Home & Garden,113.91,2,PayPal,True
2527,610,2024-07-21,Clothing,25.2,2,PayPal,True
2528,583,2024-03-13,Home & Garden,52.79,1,Credit Card,True
2529,907,2024-06-03,Home & Garden,206.43,2,Credit Card,True
2530,520,2023-12-31,Books,36.55,1,Credit Card,False
2531,893,2024-03-17,Electronics,491.83,4,Credit Card,True
2532,225,2024-08-28,Books,46.83,4,Credit Card,True
2533,15,2024-10-25,Sports,205.33,2,Bank Transfer,False
2534,531,2024-05-30,Clothing,61.84,1,PayPal,False
2535,242,2024-07-14,Home & Garden,197.57,1,Bank Transfer,True
2536,508,2024-09-05,Electronics,1060.53,1,Credit Card,True
2537,109,2024-11-15,Sports,128.67,1,Bank Transfer,True
2538,298,2024-09-24,Sports,145.97,2,Bank Transfer,True
2539,559,2024-04-10,Home & Garden,88.93,3,Credit Card,True
2540,649,2024-02-01,Sports,66.17,2,Credit Card,True
2541,330,2024-03-08,Books,37.28,3,Credit Card,False
2542,435,2024-04-23,Sports,132.55,2,Bank Transfer,True
2543,598,2024-02-21,Electronics,1533.28,2,Credit Card,True
2544,117,2024-11-23,Electronics,1726.35,4,PayPal,True
2545,34,2024-02-21,Home & Garden,133.8,2,Credit Card,True
2546,633,2024-08-27,Home & Garden,128.23,1,Credit Card,True
2547,302,2024-10-03,Home & Garden,127.96,1,Credit Card,False
2548,63,2024-09-03,Home & Garden,41.5,1,Credit Card,True
2549,487,2024-03-21,Sports,89.63,3,Credit Card,False
2550,209,2024-09-28,Clothing,32.0,4,PayPal,False
2551,444,2024-07-09,Sports,102.0,3,PayPal,True
2552,628,2024-10-15,Books,46.23,1,Credit Card,True
2553,529,2024-10-19,Books,12.49,4,PayPal,True
2554,524,2024-04-04,Sports,179.09,2,Credit Card,True
2555,848,2024-03-21,Home & Garden,58.81,4,Bank Transfer,True
2556,511,2024-08-02,Books,18.56,3,Credit Card,True
2557,137,2024-08-04,Home & Garden,230.02,1,PayPal,False
2558,335,2024-11-28,Home & Garden,51.89,1,PayPal,True
2559,158,2024-01-10,Electronics,1804.41,1,Credit Card,True
2560,642,2024-05-09,Electronics,1988.43,1,Credit Card,True
2561,838,2024-08-31,Clothing,89.6,1,Credit Card,True
2562,568,2023-12-31,Electronics,1462.33,3,Credit Card,True
2563,47,2024-05-19,Home & Garden,260.32,3,Bank Transfer,False
2564,570,2024-07-22,Electronics,531.87,3,Bank Transfer,False
2565,340,2024-10-24,Books,31.58,1,Credit Card,True
2566,282,2024-01-20,Clothing,61.42,1,PayPal,False
2567,212,2024-07-17,Electronics,1357.48,3,PayPal,True
2568,540,2024-09-26,Sports,89.25,4,Credit Card,True
2569,857,2024-06-18,Clothing,193.96,1,PayPal,True
2570,844,2024-07-13,Sports,228.16,4,Credit Card,True
2571,878,2024-09-21,Books,45.49,1,Bank Transfer,False
2572,170,2024-09-16,Books,39.37,4,PayPal,True
2573,794,2024-12-09,Books,19.44,4,PayPal,True
2574,201,2024-02-24,Electronics,1511.67,3,Credit Card,True
2575,642,2024-11-15,Clothing,45.05,2,Credit Card,True
2576,490,2024-04-09,Home & Garden,264.98,4,PayPal,False
2577,583,2024-04-28,Clothing,135.86,4,Credit Card,True
2578,236,2024-02-25,Clothing,56.38,2,Credit Card,True
2579,767,2024-07-22,Home & Garden,229.78,1,Credit Card,True
2580,24,2024-11-20,Home & Garden,197.87,3,Credit Card,True
2581,88,2023-12-13,Clothing,49.78,3,PayPal,True
2582,651,2024-09-25,Books,44.46,4,Credit Card,False
2583,592,2024-05-20,Electronics,1640.77,2,Credit Card,True
2584,241,2024-10-28,Clothing,32.68,3,Credit Card,True
2585,156,2023-12-26,Electronics,702.46,4,Bank Transfer,True
2586,143,2024-02-05,Clothing,116.81,2,PayPal,True
2587,884,2024-11-11,Home & Garden,171.28,2,Bank Transfer,True
2588,334,2024-12-09,Electronics,283.73,3,Credit Card,True
2589,335,2024-06-29,Clothing,36.79,4,PayPal,True
2590,493,2024-04-30,Electronics,461.24,2,PayPal,True
2591,181,2024-12-07,Sports,173.82,2,Credit Card,False
2592,540,2024-09-26,Electronics,1018.66,2,Credit Card,True
2593,733,2024-08-12,Books,35.64,1,Credit Card,True
2594,758,2024-05-30,Sports,181.47,1,Credit Card,False
2595,248,2024-08-26,Electronics,1329.7,4,Credit Card,True
2596,948,2023-12-26,Electronics,925.92,1,Credit Card,False
2597,120,2024-06-05,Sports,226.31,4,Bank Transfer,True
2598,11,2024-03-06,Home & Garden,288.61,2,Credit Card,True
2599,340,2024-07-30,Books,34.62,1,PayPal,True
2600,133,2024-01-15,Home & Garden,130.97,4,Credit Card,True
2601,298,2024-10-12,Electronics,1276.32,4,Credit Card,True
2602,836,2024-02-14,Electronics,1098.21,1,Bank Transfer,True
2603,92,2024-01-08,Books,22.02,2,PayPal,True
2604,285,2024-10-31,Electronics,1299.42,4,PayPal,False
2605,368,2024-02-08,Home & Garden,196.1,2,PayPal,False
2606,526,2024-05-08,Clothing,154.27,3,Credit Card,True
2607,73,2024-07-18,Books,25.93,2,Credit Card,True
2608,835,2024-02-04,Books,40.03,1,Credit Card,False
2609,883,2024-04-04,Clothing,77.98,3,Credit Card,False
2610,344,2024-11-12,Sports,163.64,1,Credit Card,False
2611,502,2024-07-15,Home & Garden,218.7,1,Credit Card,False
2612,806,2024-04-24,Books,27.61,4,PayPal,True
2613,387,2024-06-18,Sports,31.76,2,Credit Card,True
2614,659,2024-11-02,Home & Garden,242.34,4,Credit Card,True
2615,751,2024-09-25,Home & Garden,109.5,2,Credit Card,True
2616,670,2024-07-12,Clothing,47.49,3,PayPal,False
2617,101,2024-01-20,Books,31.83,2,Credit Card,True
2618,944,2024-01-14,Sports,207.13,3,Credit Card,True
2619,51,2024-07-11,Clothing,142.44,3,Credit Card,True
2620,971,2024-07-29,Books,17.87,2,Credit Card,True
2621,241,2024-08-11,Sports,90.9,1,Credit Card,True
2622,948,2024-03-29,Clothing,179.43,2,Credit Card,True
2623,237,2024-09-17,Electronics,1095.33,2,PayPal,False
2624,257,2024-07-24,Clothing,87.94,1,PayPal,True
2625,503,2024-03-28,Books,10.08,3,PayPal,True
2626,55,2024-07-09,Home & Garden,94.95,2,Bank Transfer,True
2627,483,2024-08-28,Sports,152.87,3,PayPal,False
2628,96,2024-11-02,Books,34.47,3,PayPal,True
2629,525,2024-04-09,Books,14.72,4,PayPal,False
2630,350,2024-07-24,Electronics,393.75,2,Credit Card,True
2631,94,2024-05-15,Clothing,145.75,4,PayPal,False
2632,214,2024-11-28,Clothing,80.33,2,Credit Card,True
2633,681,2024-03-23,Books,35.26,3,PayPal,True
2634,68,2024-09-11,Home & Garden,206.17,2,PayPal,True
2635,534,2024-08-18,Electronics,1979.7,4,Credit Card,False
2636,810,2024-08-04,Electronics,570.7,2,Credit Card,True
2637,953,2024-02-18,Sports,193.61,2,Credit Card,True
2638,126,2024-09-19,Home & Garden,165.51,3,Credit Card,True
2639,910,2024-02-10,Clothing,63.83,4,Credit Card,True
2640,340,2023-12-26,Sports,208.44,2,PayPal,True
2641,636,2024-11-27,Electronics,1478.76,4,PayPal,True
2642,278,2024-08-06,Books,24.1,2,Credit Card,True
2643,332,2024-12-05,Home & Garden,141.64,1,PayPal,True
2644,647,2024-02-06,Home & Garden,138.39,2,Credit Card,True
2645,447,2024-09-05,Sports,138.43,4,Bank Transfer,True
2646,360,2024-08-20,Electronics,1032.76,4,PayPal,True
2647,863,2024-12-06,Home & Garden,232.32,1,Credit Card,True
2648,405,2024-09-04,Electronics,1419.33,3,Credit Card,True
2649,812,2024-10-21,Electronics,1424.92,1,Credit Card,True
2650,954,2024-02-23,Home & Garden,151.58,3,Credit Card,True
2651,357,2024-08-06,Clothing,133.32,3,PayPal,True
2652,481,2024-05-04,Sports,96.49,1,PayPal,False
2653,349,2024-10-24,Clothing,25.43,1,Credit Card,True
2654,955,2024-08-31,Electronics,1687.63,2,PayPal,True
2655,918,2024-06-17,Sports,79.49,4,Credit Card,True
2656,42,2024-06-01,Electronics,765.38,1,Credit Card,True
2657,979,2024-03-22,Electronics,1207.93,2,PayPal,True
2658,880,2024-01-05,Sports,56.81,1,PayPal,True
2659,985,2024-08-08,Home & Garden,233.41,3,PayPal,True
2660,63,2024-09-14,Clothing,72.54,3,PayPal,True
2661,776,2024-10-31,Home & Garden,134.71,3,Credit Card,False
2662,439,2024-06-06,Sports,104.08,4,Bank Transfer,True
2663,140,2024-08-19,Clothing,151.53,2,Credit Card,True
2664,253,2024-08-26,Electronics,233.63,3,Bank Transfer,False
2665,430,2024-05-07,Clothing,34.69,4,PayPal,True
2666,280,2024-11-18,Books,31.39,4,PayPal,True
2667,448,2024-05-18,Clothing,112.27,2,Credit Card,True
2668,84,2024-05-01,Sports,118.94,2,Credit Card,True
2669,153,2024-09-07,Sports,247.78,2,Credit Card,True
2670,765,2024-09-30,Electronics,228.11,4,PayPal,True
2671,742,2024-04-17,Sports,246.74,3,Credit Card,True
2672,715,2024-06-10,Sports,55.52,4,Credit Card,False
2673,349,2024-06-14,Home & Garden,231.7,3,PayPal,True
2674,562,2024-02-27,Clothing,199.33,2,Credit Card,True
2675,313,2024-11-02,Electronics,834.33,2,Credit Card,False
2676,515,2024-11-27,Home & Garden,169.05,3,Credit Card,True
2677,670,2024-06-22,Books,19.62,2,PayPal,False
2678,391,2024-01-13,Electronics,1206.11,3,PayPal,True
2679,674,2024-02-14,Electronics,1814.33,1,Credit Card,True
2680,690,2024-03-26,Sports,124.3,3,Bank Transfer,True
2681,558,2024-09-21,Home & Garden,140.69,2,PayPal,True
2682,395,2023-12-24,Electronics,1915.28,3,Credit Card,True
2683,572,2024-01-10,Books,46.25,4,Credit Card,True
2684,275,2024-02-03,Electronics,661.08,1,Credit Card,True
2685,160,2024-03-05,Books,34.82,1,Credit Card,False
2686,997,2024-10-02,Sports,177.12,3,Credit Card,True
2687,117,2024-03-20,Clothing,83.94,2,PayPal,True
2688,465,2024-10-16,Home & Garden,262.08,2,Credit Card,True
2689,969,2024-12-09,Home & Garden,241.67,2,Bank Transfer,False
2690,481,2024-12-11,Electronics,306.88,3,Credit Card,True
2691,202,2024-07-13,Clothing,194.41,3,Credit Card,True
2692,912,2024-05-13,Electronics,1492.29,1,Credit Card,True
2693,985,2024-08-22,Books,20.85,1,PayPal,True
2694,743,2024-11-09,Sports,184.28,2,Credit Card,False
2695,102,2024-06-09,Home & Garden,118.36,1,PayPal,True
2696,570,2024-01-15,Clothing,152.81,1,Credit Card,True
2697,163,2024-03-04,Sports,107.84,3,PayPal,True
2698,255,2024-10-06,Electronics,1677.87,2,Credit Card,False
2699,384,2024-09-26,Clothing,129.43,2,Bank Transfer,True
2700,624,2024-08-26,Books,48.07,3,PayPal,False
2701,838,2024-09-10,Sports,128.92,1,Credit Card,True
2702,940,2024-07-27,Books,29.54,2,Credit Card,True
2703,373,2024-07-03,Sports,57.33,1,Credit Card,True
2704,341,2024-05-27,Books,19.55,4,Credit Card,True
2705,281,2024-06-29,Clothing,92.1,2,Bank Transfer,True
2706,321,2024-01-09,Electronics,1335.34,4,Credit Card,False
2707,717,2024-07-12,Books,31.72,1,PayPal,True
2708,149,2024-11-12,Home & Garden,265.06,2,PayPal,True
2709,929,2024-09-28,Clothing,65.51,2,Credit Card,True
2710,308,2024-06-03,Home & Garden,218.71,1,PayPal,True
2711,336,2024-05-09,Clothing,23.19,2,Credit Card,True
2712,992,2024-04-25,Clothing,191.55,1,PayPal,False
2713,186,2024-04-07,Home & Garden,72.59,2,PayPal,True
2714,104,2024-12-11,Books,17.75,2,Credit Card,True
2715,195,2024-08-12,Electronics,649.19,4,Credit Card,True
2716,968,2024-05-08,Books,13.8,4,Credit Card,True
2717,831,2024-06-06,Sports,234.44,4,PayPal,True
2718,557,2024-10-20,Books,33.96,3,PayPal,True
2719,407,2024-08-10,Sports,177.88,4,Credit Card,False
2720,134,2023-12-25,Home & Garden,36.23,2,Credit Card,True
2721,988,2024-01-20,Electronics,1481.17,1,Credit Card,True
2722,828,2024-10-13,Home & Garden,261.16,2,Credit Card,True
2723,827,2024-03-22,Electronics,805.19,1,Credit Card,True
2724,237,2024-11-29,Clothing,169.46,4,Credit Card,True
2725,872,2024-08-31,Books,26.04,3,Credit Card,True
2726,291,2023-12-16,Sports,66.65,1,Credit Card,False
2727,931,2024-02-10,Electronics,744.69,1,Credit Card,True
2728,547,2024-09-20,Clothing,62.48,2,PayPal,False
2729,404,2024-09-10,Books,29.5,2,Credit Card,True
2730,25,2024-01-24,Books,27.93,1,Bank Transfer,True
2731,175,2023-12-31,Clothing,189.82,2,Credit Card,True
2732,296,2024-10-15,Electronics,495.77,2,Credit Card,True
2733,126,2024-10-24,Home & Garden,47.39,1,Credit Card,True
2734,433,2024-10-13,Sports,171.56,1,Credit Card,False
2735,364,2024-08-22,Sports,149.11,3,Credit Card,True
2736,337,2023-12-19,Home & Garden,126.75,1,Credit Card,True
2737,552,2024-07-24,Home & Garden,157.34,4,Credit Card,True
2738,662,2024-05-21,Electronics,1136.89,1,Credit Card,False
2739,259,2024-06-11,Clothing,65.47,4,PayPal,True
2740,184,2024-11-26,Electronics,1518.2,4,Credit Card,False
2741,164,2024-11-18,Sports,249.23,2,Credit Card,True
2742,818,2024-10-26,Home & Garden,202.28,2,Credit Card,True
2743,531,2024-06-15,Books,45.48,1,Credit Card,True
2744,76,2024-04-03,Sports,114.01,2,Bank Transfer,True
2745,163,2024-01-29,Books,19.5,1,Credit Card,True
2746,619,2024-04-06,Electronics,1113.66,2,Bank Transfer,True
2747,220,2024-05-10,Electronics,1419.13,4,Credit Card,False
2748,511,2024-07-08,Clothing,176.98,4,PayPal,True
2749,764,2023-12-28,Home & Garden,268.17,2,Credit Card,False
2750,890,2024-03-10,Electronics,328.72,1,Credit Card,True
2751,180,2024-03-08,Sports,33.02,4,Credit Card,True
2752,395,2024-08-18,Home & Garden,277.67,4,Credit Card,False
2753,793,2023-12-23,Electronics,798.61,3,Credit Card,True
2754,381,2024-07-27,Electronics,1657.5,1,Credit Card,True
2755,129,2024-06-19,Books,36.26,3,PayPal,True
2756,416,2024-07-20,Books,24.87,1,Credit Card,True
2757,871,2024-04-18,Books,26.28,1,Bank Transfer,True
2758,484,2023-12-13,Clothing,115.66,2,PayPal,True
2759,625,2024-05-13,Electronics,714.17,4,Credit Card,True
2760,893,2024-03-24,Clothing,59.28,1,Credit Card,True
2761,745,2024-09-13,Electronics,1911.31,4,Credit Card,True
2762,207,2024-09-22,Books,39.35,1,Credit Card,True
2763,33,2024-11-07,Electronics,933.6,2,Credit Card,True
2764,551,2024-06-06,Books,17.47,3,Credit Card,True
2765,453,2024-08-26,Books,13.59,3,Credit Card,False
2766,715,2024-05-24,Books,39.66,1,PayPal,True
2767,111,2023-12-26,Sports,209.85,4,Credit Card,True
2768,633,2024-08-10,Books,45.05,4,Bank Transfer,True
2769,330,2024-10-10,Electronics,440.03,2,PayPal,True
2770,53,2024-09-09,Sports,222.13,2,Bank Transfer,True
2771,281,2024-07-10,Books,38.61,1,Bank Transfer,True
2772,423,2024-01-01,Home & Garden,186.22,3,PayPal,True
2773,232,2024-02-19,Home & Garden,140.19,3,PayPal,False
2774,952,2024-05-05,Home & Garden,179.13,4,Credit Card,False
2775,19,2024-06-05,Home & Garden,277.32,3,PayPal,True
